City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
692,Moussoro,TD,13.6408,16.4901,87.26,37,47,5.19,scattered clouds
693,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,86,22,1.3,few clouds
694,Songea,TZ,-10.6833,35.65,55.85,92,39,3.06,scattered clouds
695,Novaya Chigla,RU,51.2233,40.4781,61.03,74,100,9.98,moderate rain
696,Qaqortoq,GL,60.7167,-46.0333,36.7,94,100,10.11,light rain
697,Leninsk,RU,48.7119,45.1994,61.0,75,99,2.57,overcast clouds
698,Misratah,LY,32.3754,15.0925,86.43,31,47,9.78,scattered clouds
699,Whittlesea,ZA,-32.1759,26.8244,55.31,92,44,7.96,scattered clouds
700,Toora-Khem,RU,52.4675,96.11,26.26,63,100,4.79,overcast clouds
701,Derac,HT,19.65,-71.8167,77.61,81,98,5.12,overcast clouds
702,Brigantine,US,39.4101,-74.3646,64.0,83,100,19.57,light rain
703,Shar,KZ,49.5886,81.0453,31.66,70,59,8.63,broken clouds
704,West Bay,KY,19.3667,-81.4167,82.47,77,20,3.44,few clouds
705,Alekseyevsk,RU,57.8406,108.3492,30.87,76,100,8.1,light snow
